DesignAuditID,RatingID,PoleSpeed,EfficiencyBand,HorsePower,Voltage,Frequency,RPM,Amps,NoLoadAmps,Connection,WindingResistAt105,BarRes,ERRes,BDTCorelFactor,ReactCoilEndRun,ResTotalStart,ReactTotalRun,ReactStatorSlotRun,ReactStatorSlotStart,ReactRotorSlotRun,ReactRotorSlotStart,ReactZigZagRun,ReactZigZagStart,ReactBeltLeakRun,ReactTotalStart,FrameSize
24,H040245,4,10,250,4160,60,1789,32.28,10.43,Wye,0.725136961702398,0.463581115007401,0.0874615057509683,1.3726554787759133,7.48530074659122,2.99005055427551,20.262523651123,15.9386224746704,15.9386224746704,60.9358444213867,31.9821834564209,10.9243240356445,7.98371934890747,5.83941178291976,12.6522188186646,N449
25,3Q8150C,8,10,150.000002045414,575,60,891,149.8,57.04,Delta,0.0501354259206184,0.0643178299069405,0.00424896549977617,1.3216374269005848,2.78969197089793,0.309534966945648,2.03509783744812,16.2961120605469,16.2961120605469,58.02294921875,29.2119102478027,25.5488548278809,21.7801399230957,5.30552184987748,1.3091516494751,N449
26,4H6010,6,10,10,460,60,1177,12.8,5.75,Delta,1.38761882033251,1.52856683731079,0.13656863617746,1.342273307790549,5.72118810446678,3.99688911437988,14.5501327514648,16.2862148284912,16.2862148284912,51.6517677307129,22.5192966461182,28.1186256408691,19.1454410552979,6.06818059651195,8.16727447509766,256T
27,4H6010,6,10,10,460,60,1177,12.8,5.75,Delta,1.38761882033251,1.52856683731079,0.13656863617746,1.342273307790549,5.72118810446678,3.99688911437988,14.5501327514648,16.2862148284912,16.2862148284912,51.6517677307129,22.5192966461182,28.1186256408691,19.1454410552979,6.06818059651195,8.16727447509766,256T
28,4H6010BJ,6,20,10,460,60,1177,12.8,5.75,Delta,1.38761882033251,1.52856683731079,0.13656863617746,1.342273307790549,5.72118810446678,3.99688911437988,14.5501327514648,16.2862148284912,16.2862148284912,51.6517677307129,22.5192966461182,28.1186256408691,19.1454410552979,6.06818059651195,8.16727447509766,256T
29,4H4005,4,10,5.00000002556768,460,60,1742,6.15,2.33,Wye,2.02004028932487,1.39234447479248,0.353228766742891,1.4801373222167729,9.52032160963261,3.7656135559082,10.0496740341187,11.6013660430908,11.6013660430908,29.5144386291504,15.195725440979,33.7297401428223,19.7748794555664,7.23802380440603,5.85333633422852,184T
30,4H4005BJ,4,20,5.00000002556768,460,60,1742,6.15,2.33,Wye,2.02004028932487,1.39234447479248,0.353228766742891,1.4801373222167729,9.52032160963261,3.7656135559082,10.0496740341187,11.6013660430908,11.6013660430908,29.5144386291504,15.195725440979,33.7297401428223,19.7748794555664,7.23802380440603,5.85333633422852,184T
31,H11020,4,10,400,460,60,1780,443.54,87,Delta,0.0203687290066845,0.0138708744198084,0.00588130286612886,1.1075740944017565,17.0256758798907,0.101790487766266,0.525789618492126,15.3922443389893,15.3922443389893,51.7250785827637,23.2731018066406,14.596851348877,12.1195802688599,7.72014430172045,0.36656391620636,505U
32,H9113783,4,10,175,460,60,1786,199.88,58.92,Delta,0.032823344362661,0.0317678563296795,0.00374916683479793,1.3781890945472737,7.18751471848501,0.212241739034653,1.08082032203674,14.2458810806274,14.2458810806274,75.1956939697266,35.5145797729492,16.7636814117432,15.1506099700928,6.88815409804838,0.694222688674927,447T
33,H9113783,4,10,175,460,60,1786,207.71,76.55,Delta,0.0270629734499658,0.0274897590279579,0.00324427604300251,1.3438893844781445,7.18751471848501,0.182319551706314,0.951349318027496,14.2458810806274,14.2458810806274,77.5377807617188,35.0878677368164,16.7636814117432,14.8049945831299,6.88815409804838,0.593720614910126,447T
34,H080196,4,10,300.000004090828,2300,60,1786,75.58,35.02,Delta,0.375396372590622,0.298875033855438,0.0762625791848047,1.1397006414825375,11.3022961707511,2.58873748779297,11.1058359146118,22.2583332061768,22.2583332061768,58.8921890258789,36.2110443115234,6.65249872207642,6.19344902038574,4.77270695014521,8.59665489196777,5011
