DesignAuditID,RatingID,PoleSpeed,EfficiencyBand,HorsePower,Voltage,Frequency,RPM,Amps,NoLoadAmps,Connection,WindingResistAt105,BarRes,ERRes,BDTCorelFactor,ReactCoilEndRun,ResTotalStart,ReactTotalRun,ReactStatorSlotRun,ReactStatorSlotStart,ReactRotorSlotRun,ReactRotorSlotStart,ReactZigZagRun,ReactZigZagStart,ReactBeltLeakRun,ReactTotalStart,FrameSize
201,KH6040C,6,20,40,575,60,1182,38,12.7,Delta,0.507330505789128,0.3699911236763,0.0884868285491862,1.275680840898232,9.05077140889981,1.68499457836151,6.62869119644165,17.151180267334,17.151180267334,63.3755340576172,26.2698192596436,18.4267501831055,14.6106405258179,0,3.83771848678589,364T
202,KH6040,6,20,40,460,60,1182,48,15.5,Delta,0.327096187410263,0.241859301924706,0.057842906484846,1.2724623603691112,9.05077140889981,1.09692275524139,4.35076665878296,17.151180267334,17.151180267334,63.0546340942383,26.3239269256592,18.4267501831055,14.7286205291748,0,2.51511168479919,364T
203,KH6030C,6,20,30,575,60,1178,30,11.5,Delta,0.783544277780927,0.62227064371109,0.108099940122644,1.4541832669322707,8.95786694403996,2.39809703826904,8.95932865142822,17.4295253753662,17.4295253753662,74.300407409668,34.1345901489258,17.7327175140381,15.338264465332,0,5.40084457397461,326T
204,KH6030,6,20,30,460,60,1178,37,14.4,Delta,0.501746292496765,0.398253202438354,0.0691839616784921,1.4541832669322707,8.95786694403996,1.53506004810333,5.7339391708374,17.4295253753662,17.4295253753662,74.2997360229492,34.1347885131836,17.7327175140381,15.3386135101318,0,3.45656538009644,326T
205,KH6025,6,20,25,460,60,1179,31,12.4,Delta,0.608781253126281,0.466096103191376,0.0875609514993415,1.4476284584980237,9.78221052784732,1.82471263408661,6.81572818756104,17.4295253753662,17.4295253753662,76.5097885131836,34.4178810119629,17.7327175140381,15.5947456359863,0,4.0780668258667,324T
206,KH6025C,6,20,25,575,60,1179,25,10,Delta,0.936471001712814,0.721816003322601,0.135600564889844,1.4474327628361858,9.78221052784732,2.81951332092285,10.6065874099731,17.4295253753662,17.4295253753662,76.7094192504883,34.3853225708008,17.7327175140381,15.5694942474365,0,6.31073808670044,324T
207,KH6020C,6,20,20,575,60,1175,20,8.3,Delta,1.2745483324517,1.11221718788147,0.177702839777078,1.2377690802348336,10.5098890887701,4.16292238235474,13.0233278274536,19.624095916748,19.624095916748,79.8989868164063,32.2209815979004,18.6340217590332,15.7039566040039,0,7.43502330780029,286T
208,KH6020,6,20,20,460,60,1175,25,11.2,Delta,0.799246521945022,0.700565099716187,0.111931745891332,1.3349514563106797,10.5098890887701,2.61858034133911,8.14554309844971,19.624095916748,19.624095916748,80.0081939697266,32.1673049926758,18.6340217590332,15.6023721694946,0,4.67386913299561,286T
209,KH6015,6,20,15,460,60,1177,20,9.5,Delta,1.13728928126459,0.882166683673859,0.177702839777078,1.3330215154349858,13.7085509853522,3.46498942375183,10.2907991409302,19.624095916748,19.624095916748,81.9771041870117,32.2688407897949,18.6340217590332,15.7943239212036,0,5.94385766983032,284T
210,KH6015C,6,20,15,575,60,1177,15.8,6.7,Delta,1.82543961188608,1.38715100288391,0.27942641044312,1.2026204960224613,13.7085509853522,5.48559999465942,16.2611255645752,19.624095916748,19.624095916748,81.8541030883789,32.2999496459961,18.6340217590332,15.8529558181763,0,9.3566427230835,284T
211,KH6010C,6,20,10,575,60,1170,10.8,4.3,Delta,2.75204457414281,2.73335385322571,0.512195804503589,1.863817097415507,6.50612181685765,7.89409065246582,26.059476852417,16.5955543518066,16.5955543518066,46.968563079834,21.8376388549805,29.974142074585,19.0626659393311,0,13.9505176544189,256T
212,KH6010,6,20,10,460,60,1171,13.4,5.5,Delta,1.73271242641647,1.71931374073029,0.32217756741027,1.8522119591638309,6.50612181685765,4.96712350845337,16.0206985473633,16.5955543518066,16.5955543518066,47.1854553222656,21.8004493713379,29.974142074585,18.9278469085693,0,8.75146675109863,256T
213,KH6Y75,6,20,7.5,460,60,1173,10.2,4.4,Delta,2.35252860187439,2.1321485042572,0.479747377791886,1.7194371152154793,7.7766948384852,6.4437837600708,19.1947574615479,16.5955543518066,16.5955543518066,49.4234008789063,21.7527713775635,29.974142074585,19.1611938476563,0,10.2656145095825,254T
214,KH6Y75C,6,20,7.5,575,60,1173,8.2,3.6,Delta,3.78473968391812,3.33148217201233,0.749605277799822,1.7427937915742793,7.7766948384852,10.1773262023926,30.5411624908447,16.5955543518066,16.5955543518066,49.4081001281738,21.765380859375,29.974142074585,19.2080955505371,0,16.0546455383301,254T
215,KH6005C,6,20,5,575,60,1168,5.5,2.5,Delta,7.338472406021,5.70901536941528,1.61221034142854,1.5647568608570053,6.29418110673384,14.6596984863281,47.8358001708984,15.161075592041,15.161075592041,47.0411148071289,21.1527061462402,23.4200305938721,17.3243923187256,0,26.2268524169922,215T
216,KH6005,6,20,5,460,60,1167,6.9,3.1,Delta,4.66578623901254,3.71293926239014,1.04852389530992,1.6100872938894277,6.29418110673384,9.42724895477295,30.4706802368164,15.161075592041,15.161075592041,46.7751197814941,21.180570602417,23.4200305938721,17.4029998779297,0,17.087308883667,215T
217,KH6003,6,20,3,460,60,1176,4.4,2.4,Delta,7.0247368958747,4.74972534179688,1.6689734245554,1.5496468633153304,8.04256474749324,13.4434356689453,42.8294067382813,15.161075592041,15.161075592041,55.1303977966309,21.4370632171631,23.4200305938721,18.120641708374,0,22.9033126831055,213T
218,KH6003C,6,20,3,575,60,1176,3.5,1.9,Delta,10.9971916045636,7.42144584655762,2.60777097586781,1.552872606161532,8.04256474749324,21.0264091491699,68.0131378173828,15.161075592041,15.161075592041,55.2350730895996,21.4384250640869,23.4200305938721,18.1244258880615,0,35.7893600463867,213T
219,KH6Y15,6,20,1.5,460,60,1177,2.5,1.5,Wye,3.71239120021807,2.85737657546997,0.85100618111101,1.835253947930004,5.14013062996989,7.42077398300171,29.103515625,11.9271726608276,11.9271726608276,47.2874336242676,17.1713600158691,30.5297698974609,22.0761833190918,0,14.1156768798828,182T
220,KH6001,6,20,1,460,60,1167,1.8,1.2,Wye,10.6775678983423,5.63753652572632,1.46507633306885,1.6833095577746076,4.82596947953727,17.780179977417,42.8066101074219,11.4863929748535,11.4863929748535,46.3611106872559,19.4536724090576,26.9681339263916,21.1673698425293,0,22.2193050384521,145T
221,KH6X75,6,20,0.75,460,60,1165,1.4,0.9,Wye,15.597050475966,7.23126983642578,2.13568459578686,1.5294117647058822,5.36664330335405,24.9640045166016,52.0497970581055,11.4863929748535,11.4863929748535,48.4317626953125,19.7487468719482,26.9681339263916,23.0310306549072,0,27.2729072570801,143T
222,KH6002,6,20,2,460,60,1180,3.4,2.2,Wye,2.31613276640687,2.01824235916138,0.458953284686089,1.8641326324302465,3.79922698736905,4.79332828521729,21.1166362762451,11.9271726608276,11.9271726608276,48.0191268920898,16.9243125915527,30.5297698974609,21.0404834747314,0,9.81966209411621,184T
223,KH6002C,6,20,2,575,60,1180,2.7,1.8,Wye,3.72182314851771,3.18039894104004,0.723230594835797,1.8918918918918919,3.79922698736905,7.62545251846313,33.8806037902832,11.9271726608276,11.9271726608276,47.9547691345215,16.9510517120361,30.5297698974609,21.1553516387939,0,15.514892578125,184T
224,KH6Y15C,6,20,1.5,575,60,1175,2,1.3,Wye,5.92915680081256,4.690673828125,1.39701307660899,1.9162210338680927,5.14013062996989,12.0168437957764,48.4213600158691,11.9271726608276,11.9271726608276,46.6213569641113,17.2764568328857,30.5297698974609,22.5133495330811,0,23.3954467773438,182T
225,KH6001C,6,20,1,575,60,1167,1.5,1,Wye,16.7523875482598,8.80865097045898,2.28918177042008,1.6857142857142857,4.82596947953727,27.8502197265625,67.6990280151367,11.4863929748535,11.4863929748535,46.4928855895996,19.4583988189697,26.9681339263916,21.1838645935059,0,34.7306060791016,145T
226,KH6X75C,6,20,0.75,575,60,1167,1.1,0.7,Wye,21.6021528265621,10.8917264938354,3.21676460811699,1.5298667812634295,5.36664330335405,35.7106437683105,80.4493255615234,11.4863929748535,11.4863929748535,49.6635780334473,19.5410118103027,26.9681339263916,22.2870693206787,0,40.4228286743164,143T
227,3H6075C,6,10,75.000001022707,575,60,1186,73.92,28.96,Delta,0.166271058147345,0.177661344408989,0.0127442507423011,1.2737843551797041,4.52944694803082,0.870642364025116,3.93873596191406,15.9694128036499,15.9694128036499,70.1323776245117,28.1000633239746,16.795051574707,15.1531057357788,5.11705738772969,2.392737865448,405T
228,3H2200C,2,20,199.999995909172,575,60,3577,180,46,Delta,0.0340073942337647,0.0240074526518583,0.0107711548196074,1.0272619517977084,14.8318457000572,0.238972216844559,1.18417620658875,12.6763505935669,12.6763505935669,80.6403579711914,43.2888870239258,11.3546104431152,11.3546104431152,9.45488040387662,0.841190874576569,447T
229,3H2250C,2,20,250,575,60,3583,220,50,Delta,0.0236256888301587,0.0146287940442562,0.00829590060883738,1.0075069142631372,19.559926622366,0.18006843328476,0.97965145111084,12.8240871429443,12.8240871429443,77.2429046630859,37.571174621582,12.1953344345093,12.1953344345093,10.1353263680925,0.68512898683548,5010
230,3H2300C,2,20,300.000004090828,575,60,3581,258,50,Delta,0.0192206979187623,0.0130584379658103,0.00671967949315828,1.0472279260780288,17.3340269658514,0.158184111118317,0.851534783840179,12.8240871429443,12.8240871429443,74.9561767578125,37.45361328125,12.1953344345093,12.1953344345093,10.1353263680925,0.600958049297333,5010
231,3H2350C,2,20,350.000008181656,575,60,3577,304,56,Delta,0.0198706810411627,0.0130993826314807,0.0060693179960637,1.0495229441163108,13.7760271500116,0.158598393201828,0.807317078113556,12.8240871429443,12.8240871429443,71.8967742919922,37.5001678466797,12.1953344345093,12.1953344345093,10.1353263680925,0.577493906021118,5010
232,3H2400C,2,20,399.999991818344,575,60,3579,350,66,Delta,0.0161909252927992,0.0103501295670867,0.00479551051540835,0.8206811653672549,13.7760271500116,0.125802934169769,0.637366771697998,12.8240871429443,12.8240871429443,71.7995300292969,36.9592247009277,12.1953344345093,12.1114654541016,10.1353263680925,0.452624976634979,5010
233,3H2450C,2,20,450.000016363313,575,60,3578,394,76,Delta,0.0146679918404005,0.00894720852375031,0.00388436331167978,0.8356545961002785,12.8669469192807,0.109161376953125,0.548715651035309,12.8240871429443,12.8240871429443,71.5972366333008,36.7629699707031,12.1953344345093,12.0216817855835,10.1353263680925,0.387465387582779,5010
234,3H2500C,2,20,500,575,60,3577,438,83,Delta,0.0126102398915071,0.00839045457541943,0.00370080361146397,0.8216926869350862,12.8669469192807,0.101281777024269,0.511017024517059,12.8240871429443,12.8240871429443,69.835693359375,36.6388092041016,12.1953344345093,11.9603404998779,10.1353263680925,0.36521315574646,5010
235,3Q2250C,2,20,250,575,60,3579,216,39,Delta,0.0282097097771412,0.0153227858245373,0.00899402386030824,1.2118491921005385,17.2128187323099,0.202468827366829,1.11604928970337,12.4705247879028,12.4705247879028,72.9775848388672,37.4591255187988,13.7466402053833,13.7466402053833,11.4242084417517,0.805951476097107,N449
236,3Q2300C,2,20,300.000004090828,575,60,3582,261,54,Delta,0.0196386674370621,0.0116639798507094,0.00624584990299183,1.1038430089942763,15.6172600462721,0.151687279343605,0.847106099128723,12.4705247879028,12.4705247879028,73.279411315918,36.9258499145508,13.7466402053833,13.5562210083008,11.4242084417517,0.601403832435608,N449
237,3Q2350C,2,20,350.000008181656,575,60,3581,307,71,Delta,0.0179239847861189,0.0103690400719643,0.00555243309743519,1.1055276381909547,15.6172600462721,0.135312497615814,0.738397300243378,12.4705247879028,12.4705247879028,70.8155975341797,36.6357460021973,13.7466402053833,13.4157285690308,11.4242084417517,0.531378328800201,N449
238,PH2400C,2,20,399.999991818344,575,60,3581,352,77,Delta,0.0148382008238593,0.00909160077571869,0.0043260792175821,1.1952998379254456,14.3950396948247,0.128435850143433,0.625876307487488,12.8240871429443,12.8240871429443,81.6777877807617,45.2121467590332,12.1953344345093,12.1650886535645,10.1353263680925,0.451693087816238,5011USS
239,PH2450C,2,20,450.000016363313,575,60,3581,394,82,Delta,0.0137543884865414,0.00841063261032104,0.00374995451797545,0.8753647353063776,13.4191048002603,0.118591375648975,0.572524547576904,12.8240871429443,12.8240871429443,80.5212631225586,45.1590270996094,12.1953344345093,12.1437377929688,10.1353263680925,0.415277391672134,5011USS
240,PH2500C,2,20,500,575,60,3581,439,91,Delta,0.0122140735675041,0.00766498269513249,0.00321498158262641,1.193467336683417,12.5670981462756,0.107554160058498,0.518044233322144,12.8240871429443,12.8240871429443,79.8754653930664,45.0644874572754,12.1953344345093,12.1044845581055,10.1353263680925,0.376036494970322,5011USS
241,3A6250C,6,20,250,575,60,1185,234,56,Delta,0.054055523331452,0.04655447229743,0.00731254247932717,1.3744654856444718,4.8120167186268,0.288637936115265,1.42488181591034,14.7590551376343,14.7590551376343,55.4023132324219,25.2472400665283,18.1543216705322,14.7405958175659,5.45257189174631,0.860271155834198,449T
242,3H6060C,6,20,59.9999977500445,575,60,1187,59.22,22.67,Delta,0.214911168542997,0.220786809921265,0.0183517210689136,1.3282563025210083,5.30350632331459,1.09277534484863,4.90747308731079,15.9694128036499,15.9694128036499,71.3766784667969,28.3117160797119,16.795051574707,15.301007270813,5.11705738772969,2.97920203208923,404T
243,3H6100C,6,20,99.9999979545859,575,60,1187,98.5,32,Delta,0.117962858078007,0.114906094968319,0.0158843921059867,1.1497189575881452,5.47687705769322,0.619039177894592,2.93858170509338,15.8170175552368,15.8170175552368,69.9267044067383,28.7975578308105,16.0607528686523,14.7308740615845,4.78468325272447,1.81483769416809,444T
244,3H6125C,6,20,125,575,60,1186,123.9,51,Delta,0.0906329119651797,0.09230986982584,0.0112864900070589,1.1722731906218145,4.78397917327561,0.491698563098907,2.33085751533508,15.8170175552368,15.8170175552368,68.3687057495117,28.4754638671875,16.0607528686523,14.5045261383057,4.78468325272447,1.44124031066895,445T
245,3H6150C,6,20,150.000002045414,575,60,1186,144.6,52,Delta,0.0709093390191132,0.0772289633750916,0.00803240371186685,1.2753774076002082,4.24179486697104,0.405041664838791,1.95075440406799,15.8170175552368,15.8170175552368,67.9625930786133,28.433614730835,16.0607528686523,14.4731206893921,4.78468325272447,1.20552229881287,447
246,3H6200C,6,20,199.999995909172,575,60,1188,186,64,Delta,0.0596359262203012,0.0513580329716206,0.00839450029514599,1.171875,5.00582217912855,0.318750351667404,1.62996804714203,14.7590551376343,14.7590551376343,59.1026992797852,25.4142646789551,18.1543216705322,15.1312341690063,5.45257189174631,0.960109353065491,505U
247,3H6250C,6,20,250,575,60,1190,240,87,Delta,0.0256157759382216,0.0326947048306465,0.0044364216981047,1.049618320610687,5.23784386407355,0.190306305885315,1.11021971702576,17.5404281616211,17.5404281616211,56.2846717834473,23.4306411743164,17.3808670043945,15.1645221710205,5.06923708887483,0.719595193862915,5010
248,3H6250C,6,20,250,575,60,1190,240,87,Delta,0.0256157759382216,0.0326947048306465,0.0044364216981047,1.049618320610687,5.23784386407355,0.190306305885315,1.11021971702576,17.5404281616211,17.5404281616211,56.2846717834473,23.4306411743164,17.3808670043945,15.1645221710205,5.06923708887483,0.719595193862915,5010
249,3H6300C,6,20,300.000004090828,575,60,1190,290,107,Delta,0.0237379965609188,0.0301314406096935,0.00408860623697329,1.0534429599177801,5.23784386407355,0.175516784191132,0.992646813392639,17.5404281616211,17.5404281616211,53.2555236816406,23.2465076446533,17.3808670043945,14.7657194137573,5.06923708887483,0.656131029129028,5010
250,3H6350C,6,20,350.000008181656,575,60,1186,333,97,Delta,0.0235947565961524,0.0294807553291321,0.0035935015754648,1.2485875706214689,4.70731284037055,0.171689078211784,0.953086495399475,17.5404281616211,17.5404281616211,51.3620758056641,23.4310894012451,17.3808670043945,15.1650648117065,5.06923708887483,0.647564351558685,5010
251,3Q6250C,6,20,250,575,60,1187,232,83,Delta,0.0292816913986831,0.0373755134642124,0.00500327045484643,1.3356164383561644,4.76473742697787,0.218485817313194,1.33405983448029,17.7223033905029,17.7223033905029,52.6062202453613,22.5209140777588,16.5796775817871,14.8040447235107,4.84712386974348,0.834571897983551,N449
252,3Q6300C,6,20,300.000004090828,575,60,1187,283,107,Delta,0.0248765082326079,0.0319889634847641,0.00395320134703915,1.336432306798373,4.3938787694488,0.186483576893806,1.12195432186127,17.7223033905029,17.7223033905029,51.3320655822754,22.3407554626465,16.5796775817871,14.6141757965088,4.84712386974348,0.70868843793869,N449
253,3Q6350C,6,20,350.000008181656,575,60,1188,328,119,Delta,0.0181937773507527,0.0253552328795195,0.00247761403868252,1.2159214830970555,3.45883940227439,0.145631700754166,0.909604549407959,17.7223033905029,17.7223033905029,53.0740356445313,22.3281097412109,16.5796775817871,14.6002244949341,4.84712386974348,0.559542834758759,L449
254,3Q6350C,6,20,350.000008181656,575,60,1188,328,119,Delta,0.0181937773507527,0.0253552328795195,0.00247761403868252,1.2159214830970555,3.45883940227439,0.145631700754166,0.909604549407959,17.7223033905029,17.7223033905029,53.0740356445313,22.3281097412109,16.5796775817871,14.6002244949341,4.84712386974348,0.559542834758759,L449
255,3Q6350C,6,20,350.000008181656,575,60,1188,340,114,Delta,0.0181937773507527,0.0253552328795195,0.00247761403868252,1.3358778625954197,3.45883940227439,0.145631700754166,0.909604549407959,17.7223033905029,17.7223033905029,53.0740356445313,22.3281097412109,16.5796775817871,14.6002244949341,4.84712386974348,0.559542834758759,L449
256,3H4450,4,20,450.000016363313,460,60,1780,512,131,Delta,0.010943006426622,0.00992869958281517,0.00266641741218171,1.202928870292887,9.8156500836799,0.0936767160892487,0.446154683828354,15.6144571304321,15.6144571304321,72.3748016357422,37.0583267211914,14.596851348877,13.3078317642212,7.72014430172045,0.307663053274155,5010
257,PH2500,2,20,500,460,60,3581,549,116,Delta,0.00694273655416022,0.0049055889248848,0.0020575882128809,1.2118679481821981,12.5670981462756,0.0679603889584541,0.331600993871689,12.8240871429443,12.8240871429443,79.8957443237305,45.0601844787598,12.1953344345093,12.1026573181152,10.1353263680925,0.240643471479416,5011USS
258,PH2400,2,20,399.999991818344,460,60,3581,441,98,Delta,0.00890292078709098,0.0058186249807477,0.00276869088135111,1.2135922330097089,14.3950396948247,0.0816054195165634,0.400596857070923,12.8240871429443,12.8240871429443,81.6895751953125,45.2097053527832,12.1953344345093,12.164116859436,10.1353263680925,0.289070695638657,5011USS
259,PH2450,2,20,450.000016363313,460,60,3580,494,100,Delta,0.00875568711527518,0.00558401364833117,0.00248968173758589,1.2037833190025795,13.4191048002603,0.0783593952655792,0.378629416227341,12.8240871429443,12.8240871429443,80.0176467895508,45.2429046630859,12.1953344345093,12.1953344345093,10.1353263680925,0.276237428188324,5011USS
260,PH6350,6,20,350.000008181656,460,60,1189,415,129,Delta,0.0134196044086855,0.0171818695962429,0.00181715832754368,1.2813807531380754,4.09516165917478,0.0994542241096497,0.568320155143738,17.5404281616211,17.5404281616211,53.503719329834,23.5288982391357,17.3808670043945,15.2807588577271,5.06923708887483,0.377962112426758,5011US
261,KH2Y75,2,20,7.5,460,60,3499,9,2.8,Delta,2.79160229514339,1.52953171730042,1.12553822643605,1.3181448331977217,40.5381436281131,6.45294809341431,18.2313137054443,12.6566038131714,12.6566038131714,86.8331069946289,51.7018890380859,25.0088329315186,19.6099491119385,0,13.0168237686157,213T
262,KH2010,2,20,10,460,60,3506,11.8,3.6,Delta,1.63037368388902,1.10504388809204,0.628299713222439,1.292073832790445,29.6388462380337,4.09072351455688,12.5626039505005,12.6566038131714,12.6566038131714,87.7483749389648,50.9816284179688,25.0088329315186,18.0662746429443,0,8.48989868164063,215T
263,3Q6200C,6,20,199.999995909172,575,60,1188,189,77,Delta,0.0370267196898548,0.0437635816633701,0.00702791350584738,1.334056399132321,5.72441952357766,0.259738355875015,1.56932437419891,17.7223033905029,17.7223033905029,53.7631950378418,22.4802417755127,16.5796775817871,14.7625846862793,4.84712386974348,0.97844398021698,N449
264,3H6600,6,20,600.000008181656,460,60,1191,737.27,229.02,Delta,0.00815438380820887,0.00757767865434289,0.000925423947222906,1.3495357728017476,4.09516165917478,0.0554427541792393,0.345705509185791,15.1852712631226,15.1852712631226,47.6870727539063,24.9353103637695,16.9858417510986,14.7587890625,5.05866054225109,0.228343605995178,5810
265,3H6600C,6,20,600,575,60,1191,574.67,182.57,Delta,0.0126174229937273,0.0118401227518916,0.00144597491753579,1.2217367558711087,4.09516165917478,0.0865055024623871,0.540173828601837,15.1852712631226,15.1852712631226,47.688663482666,24.9350547790527,16.9858417510986,14.7579069137573,5.05866054225109,0.356779009103775,5810
266,3H4700,4,20,700.000016363313,460,60,1793,773.8,194.26,Delta,0.00524812596362335,0.00560567434877157,0.00100626542630056,1.231597845601436,9.19708496112301,0.0501684434711933,0.248714685440063,17.137601852417,17.137601852417,64.0362167358398,30.898853302002,12.8611135482788,11.7842311859131,6.70712712671433,0.170041501522064,5810
267,3H4700C,4,20,700.000016363313,575,60,1789,637.05,190.1,Delta,0.00840571341461965,0.00860269367694855,0.00154425556584458,1.2299867315347193,9.19708496112301,0.0773422494530678,0.382149785757065,17.137601852417,17.137601852417,64.1693344116211,30.8627185821533,12.8611135482788,11.7564849853516,6.70712712671433,0.26068052649498,5810
268,3H6500,6,20,500,460,60,1190,591.1,190.38,Delta,0.0100647375791738,0.00888145994395018,0.0012596048170534,1.1468381564844587,4.80006653493438,0.0656642913818359,0.40603095293045,15.1852712631226,15.1852712631226,48.112419128418,24.9574699401855,16.9858417510986,14.7855730056763,5.05866054225109,0.268346607685089,5810
269,3H6500C,6,20,500,575,60,1191,476.36,168.35,Delta,0.0145594530064606,0.0130956219509244,0.00185727444963486,1.1475076297049847,4.75783721058012,0.0965404286980629,0.600074470043182,15.1852712631226,15.1852712631226,48.6643981933594,24.842643737793,16.9858417510986,14.4380741119385,5.05866054225109,0.391922891139984,5810
270,3H4600,4,20,600.000008181656,460,60,1793,672.57,181.34,Delta,0.00641423903931658,0.00647564325481653,0.00120548521472345,1.2317790855590767,9.55000720518809,0.0583489909768105,0.290517628192902,17.137601852417,17.137601852417,65.2965545654297,31.1386432647705,12.8611135482788,11.9563245773315,6.70712712671433,0.19797445833683,5810
271,3H4600C,4,20,600.000008181656,575,60,1787,554.47,180.96,Delta,0.00879116798102351,0.00975369196385145,0.00181571628806056,1.2315098468271333,9.31963422436118,0.0870159119367599,0.439048528671265,17.137601852417,17.137601852417,65.9010009765625,31.0425662994385,12.8611135482788,11.8897743225098,6.70712712671433,0.296513766050339,5810
272,3H6400C,6,20,399.999991818344,575,60,1189,386,146,Delta,0.0160773427964201,0.0217458046972752,0.00229984100829747,1.1776251226692835,4.09516165917478,0.124964907765388,0.716472923755646,17.5404281616211,17.5404281616211,53.1228370666504,23.0469665527344,17.3808670043945,14.2276668548584,5.06923708887483,0.464780658483505,5010
273,3H6450C,6,20,450.000016363313,575,60,1190,425.64,136.03,Delta,0.0177284940679337,0.0153532037511468,0.00231998642324631,1.1439272338148743,5.07665626169913,0.113984875380993,0.703890919685364,15.1852712631226,15.1852712631226,48.4389724731445,25.0202407836914,16.9858417510986,14.8835639953613,5.05866054225109,0.465200513601303,5810
274,3H6450,6,20,450.000016363313,460,60,1190,533.19,177,Delta,0.010970367413923,0.00956917181611061,0.00144597491753579,1.1442006269592475,5.07665626169913,0.0709639564156532,0.439431369304657,15.1852712631226,15.1852712631226,48.6937637329102,24.9759559631348,16.9858417510986,14.8148498535156,5.05866054225109,0.289345860481262,5810
275,4G2Y15,2,20,1.49999994375111,460,60,3494,2,0.9,Wye,5.60820402880326,3.26075720787048,2.05441849925817,1.099537037037037,34.232210174851,10.9233798980713,18.3032131195068,10.237286567688,10.237286567688,27.2651557922363,10.4334506988525,26.4915428161621,18.5982723236084,10.6726513947107,12.4397315979004,143T
276,4G2002,2,20,1.99999997826748,460,60,3509,2.5,0.9,Wye,3.72428694985544,2.57305145263672,1.19445175558432,1.0721529991306866,22.8214734499007,7.49179029464722,14.7325096130371,10.237286567688,10.237286567688,27.6864395141602,10.3051338195801,26.4915428161621,17.8350391387939,10.6726513947107,9.1597785949707,145T
277,4G2003,2,20,2.99999988750223,460,60,3473,3.6,1.4,Wye,2.76669953919226,2.01639842987061,0.936044428724503,1.1096605744125327,22.8214734499007,5.7191424369812,11.0355634689331,10.237286567688,10.237286567688,23.1478424072266,10.0137557983398,26.4915428161621,16.0594253540039,10.6726513947107,6.88609838485718,145
278,4G2005,2,20,5.00000002556768,460,60,3498,5.6,1.5,Wye,2.07518341962973,1.01314830780029,0.552779718968675,1.3683010262257695,38.1734185831398,3.64111137390137,7.69608592987061,12.6802444458008,12.6802444458008,31.5583896636963,15.9132680892944,20.5784225463867,15.3310117721558,11.646110425402,5.69352054595947,182T
279,4G2Y75,2,20,7.49999971875556,460,60,3494,8.4,2.1,Wye,1.25233344278122,0.727992951869965,0.317213380041194,1.2176845260397153,27.6688916826803,2.29753971099854,5.20336484909058,12.6802444458008,12.6802444458008,30.3089656829834,15.5942134857178,20.5784225463867,13.6980447769165,11.646110425402,3.65657520294189,184T
280,4G2010,2,20,10.0000000511354,460,60,3514,12.8,5.5,Delta,1.52200022893732,1.07406771183014,0.80954285234322,1.2282091917591125,28.6519595396231,3.71198296546936,13.3315277099609,10.9143390655518,10.9143390655518,40.1053924560547,20.5735626220703,26.1267890930176,18.0150947570801,9.73646872336893,9.16511058807373,213T
281,4G2015,2,20,14.9999994375111,460,60,3495,18.4,6.2,Delta,0.920180077886532,0.828057408332825,0.492525871365615,1.198023878139152,21.4889696547173,2.47696232795715,9.59306049346924,10.9143390655518,10.9143390655518,37.2776870727539,20.3448619842529,26.1267890930176,17.0958309173584,9.73646872336893,6.67666244506836,215T
282,4G2020,2,20,20.0000001022707,460,60,3527,22,4.6,Delta,0.762297054911557,0.495379954576492,0.225837923149076,1.1764705882352942,31.8799969026025,2.14141774177551,7.31886148452759,11.6625537872314,11.6625537872314,49.3765983581543,27.3435096740723,15.590892791748,14.5959911346436,10.7536979087052,5.80419826507568,254T
283,4G2025,2,20,24.9999994886465,460,60,3532,27,5,Delta,0.575045419363391,0.427310466766357,0.159351238573988,1.1836051861145964,25.3959546846708,1.72920835018158,6.10761785507202,11.6625537872314,11.6625537872314,48.5510177612305,27.2730121612549,15.590892791748,14.5216970443726,10.7536979087052,4.79667091369629,256T
284,3G2030,2,20,29.9999988750223,460,60,3541,36,10,Delta,0.37989364761519,0.261347979307175,0.199023858814321,0.9126984126984127,27.3166265348138,1.40052366256714,4.83792161941528,11.7662973403931,11.7662973403931,64.1318054199219,33.4660530090332,15.3300352096558,14.5437612533569,10.3518706372465,3.60918617248535,284T
285,3G2040,2,20,40.0000002045414,460,60,3541,45,11,Delta,0.308347562923611,0.204817175865173,0.134364596002911,1.0382293762575452,18.6964078146203,1.08660101890564,3.66400814056396,11.7662973403931,11.7662973403931,62.1959228515625,33.1558227539063,15.3300352096558,14.3845977783203,10.3518706372465,2.69428253173828,286T
286,3G2050,2,20,49.999998977293,460,60,3553,57,15,Delta,0.172532708549412,0.130220860242844,0.091858546079908,1.1654135338345863,18.5316597617812,0.794732928276062,3.11767292022705,11.478175163269,11.478175163269,78.0963592529297,45.7542724609375,20.6550712585449,18.5853080749512,10.6187230674165,2.23404598236084,324T
287,3G2060,2,20,59.9999977500445,460,60,3553,69,18,Delta,0.141001517367163,0.112391762435436,0.0703291993424296,1.2163892445582585,16.2152022915585,0.669061005115509,2.66196942329407,11.478175163269,11.478175163269,77.0491104125977,45.6470565795898,20.6550712585449,18.4502639770508,10.6187230674165,1.90534603595734,326T
288,3G2075,2,20,75.000001022707,460,60,3563,87,26,Delta,0.129690565224455,0.0564759410917759,0.0581536709560036,0.9595959595959596,24.9925890569276,0.430432468652725,1.63416707515717,13.1455774307251,13.1455774307251,60.4937286376953,25.2810611724854,11.6443157196045,11.1736755371094,9.8298356960709,1.14325296878815,364T
